key;message_id;scope;source_type;source_locator;classification;active_in_app;source_hash;source_de;protected_tokens;notes;en;ro;el;es;fr
metadata.RES_VAL_002_v1_3.title;msg_568c9e4bb0e7cb23;metadata;v15_metadata;V15_META_RECORDS[RES_VAL_002_v1_3].title;translatable;True;568c9e4bb0e7cb23b98c8e4ee773842282d5bbd67b12eadddcbccdc5fbb4e1b5;Präklinischer Effekt ohne Patientenmaterial → Brücke zur klinischen Realität fehlt;;;;;;;
method.alk_fish.category;msg_1673f000f7cedaa2;methods;catalog;catalog[alk_fish].category;protected;True;1673f000f7cedaa2569d52a93add6cca0c63ff46dff905b09482362fe9a4b7a6;FISH/ISH;FISH;;;;;;
method.alk_fish.covers.0;msg_c154acd873c68041;methods;catalog;catalog[alk_fish].covers[0];protected;True;c154acd873c680412451994ed8a3e33c9a12c45830edf54c67f098f140c21355;ALK;ALK;;;;;;
method.alk_fish.label;msg_a6ca8ad9397d4e19;methods;catalog;catalog[alk_fish].label;translatable;True;a6ca8ad9397d4e19d4a3254cffc8e9e8c8fa3d4345a7be1c35fb56c4bba8fa44;ALK Break-Apart FISH;ALK | FISH;;ALK break-apart FISH;FISH break-apart ALK;FISH break-apart ALK;FISH break-apart de ALK;FISH break-apart ALK
method.alk_ihc.category;msg_cd5dd47799923d32;methods;catalog;catalog[alk_ihc].category;review;True;cd5dd47799923d3260cb559ec67998da3dde269a9039fa97ce7ebd1067e7c148;Histologie/IHC;IHC;;Histology/IHC;Histologie/IHC;Ιστολογία/IHC;Histología/IHC;Histologie/IHC
method.alk_ihc.covers.0;msg_7e3889e386d547fa;methods;catalog;catalog[alk_ihc].covers[0];review;True;7e3889e386d547fa4f2933c648d9a8a84b42ec7ed65a7a86621030461350685d;ALK-Surrogat;ALK;;ALK surrogate;Marker surogat ALK;Υποκατάστατος δείκτης ALK;Marcador sustituto de ALK;Marqueur substitutif d’ALK
method.alk_ihc.label;msg_dae8a07380be37cd;methods;catalog;catalog[alk_ihc].label;translatable;True;dae8a07380be37cd509df84a768c84a765e450474fb9bad2ec85cde0c73189d6;ALK-IHC als Screening;ALK | IHC | ALK-IHC;;ALK IHC as screening;IHC ALK pentru screening;IHC ALK ως screening;IHC de ALK como cribado;IHC ALK comme dépistage
method.bisulfite_pcr.category;msg_31a811b23cb01017;methods;catalog;catalog[bisulfite_pcr].category;review;True;31a811b23cb010176fbe4e0a5a8fe28d585e74ecdb78254326c4965e72d81112;Epigenetik;;;Epigenetics;Epigenetică;Επιγενετική;Epigenética;Épigénétique
method.bisulfite_pcr.covers.0;msg_9d07d76fbf76f8fb;methods;catalog;catalog[bisulfite_pcr].covers[0];review;True;9d07d76fbf76f8fbf7665d726527d163a79a4d45380850df0c35595d4b70ca7a;Bisulfit-PCR;PCR;;Bisulfite PCR;PCR cu bisulfit;PCR με διθειώδες;PCR con bisulfito;PCR au bisulfite
method.bisulfite_pcr.info;msg_91ba97ce758b1a3d;methods;catalog;catalog[bisulfite_pcr].info;translatable;True;91ba97ce758b1a3d9ceddbe8b5e3314588dba090e2a4350fc7c38ccd0eaf9497;Gezielter lokaler Methylierungsnachweis.;;;Targeted local methylation detection.;Detecție țintită a metilării locale.;Στοχευμένη ανίχνευση τοπικής μεθυλίωσης.;Detección dirigida de metilación local.;Détection ciblée d’une méthylation locale.
method.bisulfite_pcr.label;msg_2f2b18b37961ede4;methods;catalog;catalog[bisulfite_pcr].label;translatable;True;2f2b18b37961ede4e66c84d43947821cb73b44d557fdb291a7a1d2c04a35721a;Bisulfit-PCR für fokalen Methylierungsmarker;PCR;;Bisulfite PCR for a focal methylation marker;PCR cu bisulfit pentru un marker focal de metilare;PCR με διθειώδες για εστιακό δείκτη μεθυλίωσης;PCR con bisulfito para un marcador focal de metilación;PCR au bisulfite pour un marqueur focal de méthylation
method.braf_melanoma.category;msg_239e1c817d02e539;methods;catalog;catalog[braf_melanoma].category;protected;True;239e1c817d02e53917dc007b3f3970469d9577888f10ed9f322b0d1fa1ee9156;PCR/NGS;NGS | PCR;;;;;;
method.braf_melanoma.covers.0;msg_eb10019f129abd57;methods;catalog;catalog[braf_melanoma].covers[0];translatable;True;eb10019f129abd577a194f20609a84dd03a63710133b64ad367a406782535837;BRAF V600;BRAF;;BRAF V600;BRAF V600;BRAF V600;BRAF V600;BRAF V600
method.braf_melanoma.info;msg_af5ff420165cf814;methods;catalog;catalog[braf_melanoma].info;translatable;True;af5ff420165cf81480bfb157d4ba65f16545a03d9e6162dfdaeba37a038c9130;Therapieentscheidender Marker für BRAF/MEK-Inhibition.;BRAF;;Therapy-defining marker for BRAF/MEK inhibition.;Marker decisiv pentru terapia cu inhibitori BRAF/MEK.;Δείκτης καθοριστικός για θεραπεία με αναστολείς BRAF/MEK.;Marcador determinante para la inhibición de BRAF/MEK.;Marqueur déterminant pour l’inhibition de BRAF/MEK.
method.braf_melanoma.label;msg_ff96d6f540d98696;methods;catalog;catalog[braf_melanoma].label;translatable;True;ff96d6f540d98696c6d5fabc7ba6c1d4159fd04112b2f575ceb2823ed987233c;BRAF V600-Testung Melanom;BRAF;;BRAF V600 testing in melanoma;Testare BRAF V600 în melanom;Έλεγχος BRAF V600 στο μελάνωμα;Prueba de BRAF V600 en melanoma;Recherche de BRAF V600 dans le mélanome
method.braf_pcr.category;msg_947e718c65790118;methods;catalog;catalog[braf_pcr].category;translatable;True;947e718c65790118c0f6d061cbdf5175638cc25d77f0e5122bc97de69446c45b;PCR / Einzeltest;PCR;;PCR / single-gene test;PCR / test individual;PCR / μεμονωμένη εξέταση;PCR / prueba individual;PCR / test unitaire
method.braf_pcr.covers.0;msg_e5f7036366d01458;methods;catalog;catalog[braf_pcr].covers[0];protected;True;e5f7036366d0145800f0b57cde1369a94dc6840651aa443d216d565552f4bf1c;BRAF;BRAF;;;;;;
method.braf_pcr.label;msg_8d37dcc2bcd88076;methods;catalog;catalog[braf_pcr].label;translatable;True;8d37dcc2bcd8807690218cc9e485bc3d299018b0348a3a5e3d6861339000186b;BRAF-V600 PCR;BRAF | PCR | BRAF-V600;;BRAF V600 PCR;PCR BRAF V600;PCR BRAF V600;PCR de BRAF V600;PCR BRAF V600
method.braf_v600e_crc.category;msg_947e718c65790118;methods;catalog;catalog[braf_v600e_crc].category;translatable;True;947e718c65790118c0f6d061cbdf5175638cc25d77f0e5122bc97de69446c45b;PCR / Einzeltest;PCR;;PCR / single-gene test;PCR / test individual;PCR / μεμονωμένη εξέταση;PCR / prueba individual;PCR / test unitaire
method.braf_v600e_crc.covers.0;msg_30e59544c545925b;methods;catalog;catalog[braf_v600e_crc].covers[0];translatable;True;30e59544c545925ba2548b373f0498b016c85ae721961104688af0f1317dc1c8;BRAF V600E;BRAF;;BRAF V600E;BRAF V600E;BRAF V600E;BRAF V600E;BRAF V600E
method.braf_v600e_crc.label;msg_e022e5e34da58015;methods;catalog;catalog[braf_v600e_crc].label;translatable;True;e022e5e34da58015b9c65f9de90c29deac501e3cbb3a82d38406cfa67166c8c9;BRAF p.V600E-Testung;BRAF | p.V600E;;BRAF p.V600E testing;Testare BRAF p.V600E;Έλεγχος BRAF p.V600E;Prueba de BRAF p.V600E;Recherche de BRAF p.V600E
method.brca_germline_only.category;msg_0b0e3cb3c97a3cc4;methods;catalog;catalog[brca_germline_only].category;translatable;True;0b0e3cb3c97a3cc43302a134bd51dd00bf69eb8b1001ad1468089c666cae5010;Genetik / Beratung;;;Genetics / counselling;Genetică / consiliere;Γενετική / συμβουλευτική;Genética / asesoramiento;Génétique / conseil
method.brca_germline_only.covers.0;msg_111c80aad12ea20f;methods;catalog;catalog[brca_germline_only].covers[0];review;True;111c80aad12ea20f431f571ecadbf82d3865fa2d7e43d3f6cfc38e6cb6f576fe;Keimbahn-BRCA;;;Germline BRCA;BRCA germinal;BRCA βλαστικής σειράς;BRCA germinal;BRCA germinal
method.brca_germline_only.info;msg_85267c49fbca4726;methods;catalog;catalog[brca_germline_only].info;translatable;True;85267c49fbca4726f1df39b746635a4a0d51f2958d97097637f328e6cc0b5f6e;Didaktische Falle: wichtig für Familie, aber allein unvollständig für Tumor-HRD/PARP-Kontext.;HRD;;Educational trap: important for the family, but insufficient on its own for the tumour HRD/PARP context.;Capcană didactică: important pentru familie, dar insuficient singur pentru contextul tumoral HRD/PARP.;Διδακτική παγίδα: σημαντικό για την οικογένεια, αλλά ανεπαρκές μόνο του για το πλαίσιο HRD/PARP του όγκου.;Trampa didáctica: importante para la familia, pero insuficiente por sí sola para el contexto tumoral HRD/PARP.;Piège pédagogique : important pour la famille, mais insuffisant à lui seul pour le contexte tumoral HRD/PARP.
method.brca_germline_only.label;msg_5af32e33aabc6001;methods;catalog;catalog[brca_germline_only].label;translatable;True;5af32e33aabc6001cf1a5a4d44cf3eaf31182cdae89556354499ef06aa59d6e4;Nur Keimbahn-BRCA1/2 ohne Tumor-HRD;BRCA1 | HRD;;Germline BRCA1/2 only, without tumour HRD;Doar BRCA1/2 germinal, fără HRD tumoral;Μόνο BRCA1/2 βλαστικής σειράς, χωρίς HRD όγκου;Solo BRCA1/2 germinal, sin HRD tumoral;BRCA1/2 germinal uniquement, sans HRD tumoral
method.broad_pan_panel.category;msg_4435e9003c54f80e;methods;catalog;catalog[broad_pan_panel].category;protected;True;4435e9003c54f80e4d0bf7caad4b6dc41eed44280b7c6e62ee084550f71dce70;NGS;NGS;;;;;;
method.broad_pan_panel.covers.0;msg_329939ed3dd4547d;methods;catalog;catalog[broad_pan_panel].covers[0];review;True;329939ed3dd4547df479d19a1cbeed62e96ce9f8d507ef02ae68e80b4ab228f7;breit;;;broad;larg;ευρύ;amplio;large
method.broad_pan_panel.info;msg_22df3a347dc6f933;methods;catalog;catalog[broad_pan_panel].info;translatable;True;22df3a347dc6f933b863e2e930b74a2c9dedef28802520d61b03478a411f84ff;Kann überdimensioniert sein, wenn die klinische Frage klar ist.;;;May be oversized when the clinical question is clear.;Poate fi supradimensionat dacă întrebarea clinică este clară.;Μπορεί να είναι υπερβολικά ευρύ όταν το κλινικό ερώτημα είναι σαφές.;Puede ser excesivo cuando la pregunta clínica está clara.;Peut être surdimensionné lorsque la question clinique est claire.
method.broad_pan_panel.label;msg_22cd5f64d971ee96;methods;catalog;catalog[broad_pan_panel].label;translatable;True;22cd5f64d971ee967ffe19e9b1c8b6e132410b6d5215181590a6ec90b40f3b66;Multigen PAN-Panel DNA/RNA inkl. TMB/MSI;DNA | MSI | RNA | TMB;;Multigene pan-cancer DNA/RNA panel including TMB/MSI;Panel multigenic pan-cancer DNA/RNA incluzând TMB/MSI;Πολυγονιδιακό pan-cancer panel DNA/RNA με TMB/MSI;Panel multigénico pan-cáncer de DNA/RNA, incluido TMB/MSI;Panel multigénique pan-cancer DNA/RNA incluant TMB/MSI
method.chol_panel.category;msg_4435e9003c54f80e;methods;catalog;catalog[chol_panel].category;protected;True;4435e9003c54f80e4d0bf7caad4b6dc41eed44280b7c6e62ee084550f71dce70;NGS;NGS;;;;;;
method.chol_panel.covers.0;msg_2b80a4f2dbf48ab3;methods;catalog;catalog[chol_panel].covers[0];protected;True;2b80a4f2dbf48ab379e6349e3ba67d06906397441db8b09a1bd2b31b3fa75775;FGFR2;FGFR2;;;;;;
method.chol_panel.covers.1;msg_b6963120d1bc7e00;methods;catalog;catalog[chol_panel].covers[1];protected;True;b6963120d1bc7e0003dcf281347479b1efd6715418d257447e9f69eb05aea11a;IDH1;IDH1;;;;;;
method.chol_panel.covers.2;msg_e5f7036366d01458;methods;catalog;catalog[chol_panel].covers[2];protected;True;e5f7036366d0145800f0b57cde1369a94dc6840651aa443d216d565552f4bf1c;BRAF;BRAF;;;;;;
method.chol_panel.covers.3;msg_bd734f29758a3a95;methods;catalog;catalog[chol_panel].covers[3];protected;True;bd734f29758a3a9536f75e5a76503242059d7f48c287d2c60790c92ea5e04404;ERBB2;ERBB2;;;;;;
method.chol_panel.covers.4;msg_c39b24b3ce2ce00c;methods;catalog;catalog[chol_panel].covers[4];protected;True;c39b24b3ce2ce00c6fe98cdf619609d5ce47f161ba5af03aa1d17a4431348f74;NTRK;;;;;;;
method.chol_panel.info;msg_198603eac6045b5a;methods;catalog;catalog[chol_panel].info;translatable;True;198603eac6045b5a5ebba58fc8c39f8163982179b59c1e8023dc864a07430201;Breite molekulare Abklärung beim Cholangiozellulären Karzinom.;;;Broad molecular work-up in cholangiocarcinoma.;Evaluare moleculară extinsă în colangiocarcinom.;Ευρύς μοριακός έλεγχος στο χολαγγειοκαρκίνωμα.;Estudio molecular amplio en el colangiocarcinoma.;Bilan moléculaire large du cholangiocarcinome.
method.chol_panel.label;msg_5f6296b5bdce3f39;methods;catalog;catalog[chol_panel].label;translatable;True;5f6296b5bdce3f39c3cbc5264eb55b8fd78c1176f65f57eaaf4f6a09996ba32e;Cholangio-Panel: FGFR2/IDH1/BRAF/ERBB2/NTRK;BRAF | ERBB2 | FGFR2 | IDH1;;Cholangiocarcinoma panel: FGFR2/IDH1/BRAF/ERBB2/NTRK;Panel pentru colangiocarcinom: FGFR2/IDH1/BRAF/ERBB2/NTRK;Panel χολαγγειοκαρκινώματος: FGFR2/IDH1/BRAF/ERBB2/NTRK;Panel de colangiocarcinoma: FGFR2/IDH1/BRAF/ERBB2/NTRK;Panel cholangiocarcinome : FGFR2/IDH1/BRAF/ERBB2/NTRK
method.cns_methylation_classifier.category;msg_31a811b23cb01017;methods;catalog;catalog[cns_methylation_classifier].category;review;True;31a811b23cb010176fbe4e0a5a8fe28d585e74ecdb78254326c4965e72d81112;Epigenetik;;;Epigenetics;Epigenetică;Επιγενετική;Epigenética;Épigénétique
method.cns_methylation_classifier.covers.0;msg_41db773e615c1e0d;methods;catalog;catalog[cns_methylation_classifier].covers[0];review;True;41db773e615c1e0d14fb7e83abb9013d297ecf65fc506e95e64ac7f4d8e2b281;Methylom;;;Methylome;Metilom;Μεθυλίωμα;Metiloma;Méthylome
method.cns_methylation_classifier.covers.1;msg_677ec0cef9cb4d8c;methods;catalog;catalog[cns_methylation_classifier].covers[1];review;True;677ec0cef9cb4d8c34f1825aa6da568a915e0e4d6001f307af2aeb904eee3f3c;Classifier;;;Classifier;Clasificator;Ταξινομητής;Clasificador;Classificateur
method.cns_methylation_classifier.info;msg_cd4faa9fb54944a4;methods;catalog;catalog[cns_methylation_classifier].info;translatable;True;cd4faa9fb54944a4b6842c64787a635176eac2e7185eecab0ed57d10128d4aa8;"Hilfreich bei unklarer ZNS-Tumorklassifikation; ergänzt Histologie und molekulare Marker.";;;"Useful when CNS tumour classification is unclear; complements histology and molecular markers.";"Util când clasificarea tumorii SNC este neclară; completează histologia și markerii moleculari.";Χρήσιμο όταν η ταξινόμηση όγκου ΚΝΣ είναι ασαφής· συμπληρώνει την ιστολογία και τους μοριακούς δείκτες.;"Útil cuando la clasificación del tumor del SNC no está clara; complementa la histología y los marcadores moleculares.";"Utile lorsque la classification d’une tumeur du SNC est incertaine ; complète l’histologie et les marqueurs moléculaires."
method.cns_methylation_classifier.label;msg_cc2cc5b349814d89;methods;catalog;catalog[cns_methylation_classifier].label;translatable;True;cc2cc5b349814d89fd56847a10ae8859e45e76a651b371824d29f885368737de;DNA-Methylierungsclassifier ZNS-Tumor;DNA;;DNA methylation classifier for CNS tumours;Clasificator de metilare DNA pentru tumori SNC;Ταξινομητής μεθυλίωσης DNA για όγκους ΚΝΣ;Clasificador de metilación del DNA para tumores del SNC;Classificateur de méthylation de l’ADN des tumeurs du SNC
method.colon_ngs_panel.category;msg_4435e9003c54f80e;methods;catalog;catalog[colon_ngs_panel].category;protected;True;4435e9003c54f80e4d0bf7caad4b6dc41eed44280b7c6e62ee084550f71dce70;NGS;NGS;;;;;;
method.colon_ngs_panel.covers.0;msg_ac70e36ca4d069e0;methods;catalog;catalog[colon_ngs_panel].covers[0];protected;True;ac70e36ca4d069e0fc2d58f78470d712a11f96b71599528e05d78717271281ff;KRAS;KRAS;;;;;;
method.colon_ngs_panel.covers.1;msg_507da2bceff44fa5;methods;catalog;catalog[colon_ngs_panel].covers[1];protected;True;507da2bceff44fa527d6ef43d0d46bd9a5577420e6022b08d8b92572268d896c;NRAS;NRAS;;;;;;
method.colon_ngs_panel.covers.2;msg_e5f7036366d01458;methods;catalog;catalog[colon_ngs_panel].covers[2];protected;True;e5f7036366d0145800f0b57cde1369a94dc6840651aa443d216d565552f4bf1c;BRAF;BRAF;;;;;;
method.colon_ngs_panel.covers.3;msg_ff86f3c8452abd92;methods;catalog;catalog[colon_ngs_panel].covers[3];protected;True;ff86f3c8452abd92bdce5841f3757440a4419a0016007c8304ad8744ac40d9a5;PIK3CA;PIK3CA;;;;;;
method.colon_ngs_panel.covers.4;msg_079673220e06ca7d;methods;catalog;catalog[colon_ngs_panel].covers[4];protected;True;079673220e06ca7d863223f9d15aae168d98b6c887b949934e73b8566ac787c2;ERBB2/HER2;ERBB2 | HER2;;;;;;
method.colon_ngs_panel.covers.5;msg_ec0901093fd91ac5;methods;catalog;catalog[colon_ngs_panel].covers[5];protected;True;ec0901093fd91ac5752a0a4adf6b660c45917a73c4a4bc2ab2f638a84546855f;TP53;TP53;;;;;;
method.colon_ngs_panel.label;msg_bcce91be7dc22b75;methods;catalog;catalog[colon_ngs_panel].label;translatable;True;bcce91be7dc22b75d0e27cf0d347bdb2b2c08a1a81a322fa49bc0ea9c3a09161;Colon-/GI-Panel DNA-NGS inkl. RAS/BRAF/PIK3CA/ERBB2;BRAF | DNA | ERBB2 | NGS | PIK3CA | DNA-NGS;;Colon/GI DNA-NGS panel including RAS/BRAF/PIK3CA/ERBB2;Panel DNA-NGS colon/GI incluzând RAS/BRAF/PIK3CA/ERBB2;Panel DNA-NGS παχέος εντέρου/ΓΕΣ με RAS/BRAF/PIK3CA/ERBB2;Panel DNA-NGS de colon/GI, incluido RAS/BRAF/PIK3CA/ERBB2;Panel DNA-NGS côlon/GI incluant RAS/BRAF/PIK3CA/ERBB2
method.coverage_review.category;msg_5f9e03ce93befb0a;methods;catalog;catalog[coverage_review].category;review;True;5f9e03ce93befb0aeb63ce03d4ef26ad4e6ecdfbdcfa0e96aaa93581f97f656f;Bioinformatik;;;Bioinformatics;Bioinformatică;Βιοπληροφορική;Bioinformática;Bio-informatique
method.coverage_review.covers.0;msg_523487a5de21adb5;methods;catalog;catalog[coverage_review].covers[0];review;True;523487a5de21adb5301bbf09807653a537991aded9884ef99c115d906c5b8a1d;Coverage;;;Coverage;Acoperire;Κάλυψη;Cobertura;Couverture
method.coverage_review.info;msg_62b7bfae7c83f557;methods;catalog;catalog[coverage_review].info;translatable;True;62b7bfae7c83f5577f115777cae645b4823ec1d1738e2c58f108435ec085598d;Prüft, ob ein Negativbefund methodisch belastbar ist.;;;Checks whether a negative result is methodologically reliable.;Verifică dacă un rezultat negativ este metodologic fiabil.;Ελέγχει αν ένα αρνητικό αποτέλεσμα είναι μεθοδολογικά αξιόπιστο.;Comprueba si un resultado negativo es metodológicamente fiable.;Vérifie si un résultat négatif est méthodologiquement fiable.
method.coverage_review.label;msg_18e0a162d5896e17;methods;catalog;catalog[coverage_review].label;translatable;True;18e0a162d5896e17d0d2799ded546beddc6a5e20545a46b9df4f90fc5aabde03;Coverage-/QC-Review therapieentscheidender Regionen;QC;;Coverage/QC review of therapy-relevant regions;Revizuirea coverage/QC a regiunilor relevante terapeutic;Έλεγχος coverage/QC περιοχών καθοριστικών για τη θεραπεία;Revisión de cobertura/QC de regiones relevantes para la terapia;Revue couverture/QC des régions déterminantes pour le traitement
method.direct_her2_therapy.category;msg_599bc6bbb2b53154;methods;catalog;catalog[direct_her2_therapy].category;review;True;599bc6bbb2b5315466cb1cc3fa9406c4c52103ff08669f0daa1359ea2bd48c1b;Fehlentscheidung;;;Wrong decision;Decizie greșită;Λανθασμένη απόφαση;Decisión errónea;Mauvaise décision
method.direct_her2_therapy.covers.0;msg_8d21db70b8c11390;methods;catalog;catalog[direct_her2_therapy].covers[0];review;True;8d21db70b8c11390a5ede5df9fa3278358d5a2a63195fb2598c921f7f595802c;Fehlinterpretation;;;Misinterpretation;Interpretare greșită;Λανθασμένη ερμηνεία;Interpretación errónea;Mauvaise interprétation
method.direct_her2_therapy.info;msg_e87360e4b509a075;methods;catalog;catalog[direct_her2_therapy].info;translatable;True;e87360e4b509a075b6f5dad8bea740fea4d03257942924303f812a3b436849a4;Didaktische Falle: Eine VUS ist keine belastbare Therapieindikation.;VUS;;Educational trap: a VUS is not a reliable treatment indication.;Capcană didactică: o VUS nu reprezintă o indicație terapeutică fiabilă.;Διδακτική παγίδα: μια VUS δεν αποτελεί αξιόπιστη θεραπευτική ένδειξη.;Trampa didáctica: una VUS no constituye una indicación terapéutica fiable.;Piège pédagogique : une VUS ne constitue pas une indication thérapeutique fiable.
method.direct_her2_therapy.label;msg_72bbae1557881b53;methods;catalog;catalog[direct_her2_therapy].label;translatable;True;72bbae1557881b53a824ced81451b71f5fa6a43d31f6f244f047e80689b24382;Direkte HER2-Therapieempfehlung aus VUS ableiten;HER2 | VUS;;Derive a direct HER2 treatment recommendation from a VUS;Deducerea unei recomandări directe de terapie HER2 dintr-o VUS;Άμεση σύσταση θεραπείας HER2 βάσει VUS;Derivar una recomendación directa de terapia HER2 a partir de una VUS;Déduire une recommandation directe de traitement HER2 à partir d’une VUS
method.dna_lung_panel.category;msg_4435e9003c54f80e;methods;catalog;catalog[dna_lung_panel].category;protected;True;4435e9003c54f80e4d0bf7caad4b6dc41eed44280b7c6e62ee084550f71dce70;NGS;NGS;;;;;;
method.dna_lung_panel.covers.0;msg_427e43cd0a290579;methods;catalog;catalog[dna_lung_panel].covers[0];protected;True;427e43cd0a290579fcdbabcee868f11d72560d1fd7df8466da64a5c1f99b6301;EGFR;EGFR;;;;;;
method.dna_lung_panel.covers.1;msg_e5f7036366d01458;methods;catalog;catalog[dna_lung_panel].covers[1];protected;True;e5f7036366d0145800f0b57cde1369a94dc6840651aa443d216d565552f4bf1c;BRAF;BRAF;;;;;;
method.dna_lung_panel.covers.10;msg_ec0901093fd91ac5;methods;catalog;catalog[dna_lung_panel].covers[10];protected;True;ec0901093fd91ac5752a0a4adf6b660c45917a73c4a4bc2ab2f638a84546855f;TP53;TP53;;;;;;
method.dna_lung_panel.covers.2;msg_ac70e36ca4d069e0;methods;catalog;catalog[dna_lung_panel].covers[2];protected;True;ac70e36ca4d069e0fc2d58f78470d712a11f96b71599528e05d78717271281ff;KRAS;KRAS;;;;;;
method.dna_lung_panel.covers.3;msg_507da2bceff44fa5;methods;catalog;catalog[dna_lung_panel].covers[3];protected;True;507da2bceff44fa527d6ef43d0d46bd9a5577420e6022b08d8b92572268d896c;NRAS;NRAS;;;;;;
method.dna_lung_panel.covers.4;msg_ff86f3c8452abd92;methods;catalog;catalog[dna_lung_panel].covers[4];protected;True;ff86f3c8452abd92bdce5841f3757440a4419a0016007c8304ad8744ac40d9a5;PIK3CA;PIK3CA;;;;;;
method.dna_lung_panel.covers.5;msg_df1704ca267d8be7;methods;catalog;catalog[dna_lung_panel].covers[5];protected;True;df1704ca267d8be74d0d2415b8d13338df872c282b03639000de615f5d4531ac;MET;MET;;;;;;
method.dna_lung_panel.covers.6;msg_079673220e06ca7d;methods;catalog;catalog[dna_lung_panel].covers[6];protected;True;079673220e06ca7d863223f9d15aae168d98b6c887b949934e73b8566ac787c2;ERBB2/HER2;ERBB2 | HER2;;;;;;
method.dna_lung_panel.covers.7;msg_d62fb0557b8b0ceb;methods;catalog;catalog[dna_lung_panel].covers[7];protected;True;d62fb0557b8b0ceb8013df5bf95c18f35f3e65b69a4adc8452e4e0265cc2d0d8;RB1;RB1;;;;;;
method.dna_lung_panel.covers.8;msg_8ed2207575095bde;methods;catalog;catalog[dna_lung_panel].covers[8];protected;True;8ed2207575095bde754ffedc4cfcf12a5ac5ad4dd933a673f9a37fa8bf30d2f9;KEAP1;KEAP1;;;;;;
method.dna_lung_panel.covers.9;msg_513f03cb6a455e56;methods;catalog;catalog[dna_lung_panel].covers[9];protected;True;513f03cb6a455e561b1bb9c7b53f69b0736740acd410312f62534203b5814eed;STK11;STK11;;;;;;
method.dna_lung_panel.label;msg_14371a9930204ad9;methods;catalog;catalog[dna_lung_panel].label;translatable;True;14371a9930204ad9b09c0d7fbb4f27e483987136555651fd9e569f54271524d3;Lungen-Panel DNA-NGS;DNA | NGS | DNA-NGS;;Lung cancer DNA-NGS panel;Panel DNA-NGS pulmonar;Panel DNA-NGS πνεύμονα;Panel DNA-NGS de pulmón;Panel DNA-NGS pulmonaire
method.dna_rna_lung_combo.category;msg_4435e9003c54f80e;methods;catalog;catalog[dna_rna_lung_combo].category;protected;True;4435e9003c54f80e4d0bf7caad4b6dc41eed44280b7c6e62ee084550f71dce70;NGS;NGS;;;;;;
method.dna_rna_lung_combo.covers.0;msg_f1605a22f5ccb294;methods;catalog;catalog[dna_rna_lung_combo].covers[0];review;True;f1605a22f5ccb29443c6d72814d2898ff2ddfb7dfbc6b3ac07de83d8c004f5eb;DNA-Treiber;DNA;;DNA drivers;Drivere DNA;Οδηγοί DNA;Drivers de DNA;Drivers DNA
method.dna_rna_lung_combo.covers.1;msg_78f7d88fc944539b;methods;catalog;catalog[dna_rna_lung_combo].covers[1];review;True;78f7d88fc944539b70ed15b2a73981fa341c47bfcd734b080856a7b0a01209a0;RNA-Fusionen;RNA;;RNA fusions;Fuziuni RNA;Συντήξεις RNA;Fusiones de RNA;Fusions ARN
method.dna_rna_lung_combo.label;msg_90008bf9c870b956;methods;catalog;catalog[dna_rna_lung_combo].label;translatable;True;90008bf9c870b9563b95d5475a6b50d6d91caeffd5cf3d6d3011a41f7875be03;Kombiniertes Lungen-Panel DNA/RNA;DNA | RNA;;Combined lung cancer DNA/RNA panel;Panel pulmonar combinat DNA/RNA;Συνδυασμένο panel πνεύμονα DNA/RNA;Panel combinado de pulmón DNA/RNA;Panel pulmonaire combiné DNA/RNA
method.egfr_pcr.category;msg_947e718c65790118;methods;catalog;catalog[egfr_pcr].category;translatable;True;947e718c65790118c0f6d061cbdf5175638cc25d77f0e5122bc97de69446c45b;PCR / Einzeltest;PCR;;PCR / single-gene test;PCR / test individual;PCR / μεμονωμένη εξέταση;PCR / prueba individual;PCR / test unitaire
method.egfr_pcr.covers.0;msg_427e43cd0a290579;methods;catalog;catalog[egfr_pcr].covers[0];protected;True;427e43cd0a290579fcdbabcee868f11d72560d1fd7df8466da64a5c1f99b6301;EGFR;EGFR;;;;;;
method.egfr_pcr.label;msg_24714354f73cf867;methods;catalog;catalog[egfr_pcr].label;translatable;True;24714354f73cf8674161f437188e2d551e8df7dee6136e0e979ab0ea7eafdeb9;EGFR-Mutation PCR;EGFR | PCR;;EGFR mutation PCR;PCR pentru mutația EGFR;PCR μετάλλαξης EGFR;PCR de mutación EGFR;PCR de mutation EGFR
method.egfr_t790m_c797s.category;msg_239e1c817d02e539;methods;catalog;catalog[egfr_t790m_c797s].category;protected;True;239e1c817d02e53917dc007b3f3970469d9577888f10ed9f322b0d1fa1ee9156;PCR/NGS;NGS | PCR;;;;;;
method.egfr_t790m_c797s.covers.0;msg_c219adffe78076e6;methods;catalog;catalog[egfr_t790m_c797s].covers[0];translatable;True;c219adffe78076e6581ae89c3c89dcb0980708aa724ef8ccaff1807ae06d6f18;EGFR Resistenz;EGFR;;EGFR resistance;Rezistență EGFR;Αντοχή EGFR;Resistencia EGFR;Résistance EGFR
