case_id;base_id;title;block1_domain;block1_met Zusatztyp;block1_subdomain;block1_case_type;block1_length_final;block1_estimated_min;block1_estimated_max;block1_difficulty_final;block1_status_final;block1_review_flag;block1_review_priority;block1_decision;block2_gate_required;block2_gate_position;block2_gate_count;block2_question_types;block2_gate_1;block2_gate_2;block2_gate_3;block2_gate_4;block2_decision;block3_error_class;block3_critical_error_count;block3_strictest_score_cap;block3_cap_combination_rule;block3_pass_fail_flag_logic;block3_decision;block4_recommended_methods_or_actions;block4_reflex_conditional;block4_low_value_examples;block4_misleading_examples;block4_method_review_flag;block4_decision;core_decision;learning_objectives;tags
MET_LB_001_v1_3;MET_LB_001;Liquid Biopsy negativ bei Progress → Negativ ≠ sicher negativ;MTB;yes;Methodik / Befundinterpretation;clinical_decision;Standard;8;15;Advanced;beta-review;prüfen;high;"MTB + MET-Zusatztyp; Länge=Standard; Schwierigkeit=Advanced; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welche Methode oder Markerklasse folgt logisch aus klinischer Frage, Entität und Vorbefund?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;3;65;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 65%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";liquid_biopsy | rebiopsy_tissue;;;;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";Negativ ≠ sicher negativ;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Negative Liquid Biopsy als methodisch limitierten Befund einordnen und Gewebe-Rebiopsie begründen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;Liquid | Biopsy | MTB | Phase | Standard
MET_PCR_001_v1_3;MET_PCR_001;qPCR/dPCR für MRD statt breites Panel → Zielgerichtete sensitive Methode wählen;MTB;yes;Methodik / Befundinterpretation;clinical_mini_decision;Mini;3;5;Beginner;beta-review;method rules prüfen;medium;"MTB + MET-Zusatztyp; Länge=Mini; Schwierigkeit=Beginner; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";mrd_dpcr;;;;method rules prüfen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=method rules prüfen";Zielgerichtete sensitive Methode wählen;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;MTB-LAB | Phase | Mini
MET_METH_001_v1_3;MET_METH_001;Bisulfit-PCR vs. Methylierungsarray → Lokaler Marker vs. globale Klassifikation;MTB;yes;Neuroonkologie / Epigenetik / Methylierung;clinical_mini_decision;Mini;3;5;Beginner;beta-standardized;ok;low;"MTB + MET-Zusatztyp; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";cns_methylation_classifier | bisulfite_pcr;;;;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Lokaler Marker vs. globale Klassifikation;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Epigenetische Marker/Methylierungsprofile als diagnostische oder prädiktive Ebene einordnen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;NGS | Methylierung | MTB | Phase | Mini
MET_FISH_001_v1_3;MET_FISH_001;Amplifikation/Fusion: FISH als schnelle Ergänzung → Wann ISH/FISH sinnvoll bleibt;MTB;yes;Methodik / Befundinterpretation;clinical_mini_decision;Mini;3;5;Beginner;beta-standardized;ok;low;"MTB + MET-Zusatztyp; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;3;70;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 70%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";fusion_rna_ngs | rna_fusion_panel | fusion_fish;;;;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Wann ISH/FISH sinnvoll bleibt;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | RNA-basierte Fusionsdiagnostik gegenüber DNA-only- oder Einzeltests korrekt priorisieren | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;FISH | MTB-LAB | Phase | Mini
MET_MULTI_001_v1_3;MET_MULTI_001;Multiomics-Bericht: viel Information, wenig Entscheidung → Kernaussage fürs Tumorboard extrahieren;MTB;yes;Methodik / Befundinterpretation;clinical_decision;Standard;8;15;Intermediate;beta-review;method rules prüfen;medium;"MTB + MET-Zusatztyp; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welche Methode oder Markerklasse folgt logisch aus klinischer Frage, Entität und Vorbefund?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";multiomics_summary;;;;method rules prüfen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=method rules prüfen";Kernaussage fürs Tumorboard extrahieren;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;RNA | Omics | MTB-RES | Phase | Standard
LAB_PRE_001_v1_3;LAB_PRE_001;Unbeschriftetes Röhrchen im Eingang → Stoppen, klären, dokumentieren;LAB;no;Präanalytik / Probenmanagement;qm_capa_decision;Mini;3;5;Beginner;beta-standardized;MVP prüfen;high;"LAB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Proben-/Run-/QC-Kontext, vor Freigabe/CAPA-Entscheidung;1;"Single Choice; Multi Select";Welches patientensicherheits- oder qualitätsrelevante Risiko liegt im aktuellen Labor-/Run-Kontext vor?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;3;55;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 55%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";traceability_review | sop_version_review | risk_based_hold | deviation_documentation | capa_workflow;;release_without_review | comment_only_no_capa;ignore_qc_warning;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";Stoppen, klären, dokumentieren;Patientensicherheits- und Qualitätsrisiko des Ereignisses korrekt priorisieren | Präanalytische Identitäts-, Material- und Qualitätsgrenzen erkennen | Freigabe-, Sperr- oder Wiederholungsentscheidung auditfähig begründen;Labor | LAB | MVP | Mini
LAB_PRE_002_v1_3;LAB_PRE_002;FFPE-Block alt, Tumoranteil niedrig, DNA schlecht → Befundbar, eingeschränkt oder neues Material?;LAB;no;Präanalytik / Probenmanagement;qm_capa_decision;Standard;8;15;Intermediate;beta-standardized;MVP prüfen;high;"LAB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-standardized";yes;Nach Proben-/Run-/QC-Kontext, vor Freigabe/CAPA-Entscheidung;2;"Single Choice; Multi Select";Welches patientensicherheits- oder qualitätsrelevante Risiko liegt im aktuellen Labor-/Run-Kontext vor?;Welche präanalytische Stop-/Klärungsentscheidung ist vor weiterer Bearbeitung nötig?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;3;55;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 55%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";traceability_review | sop_version_review | risk_based_hold | deviation_documentation | capa_workflow;;release_without_review | comment_only_no_capa;ignore_qc_warning;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";Befundbar, eingeschränkt oder neues Material?;Patientensicherheits- und Qualitätsrisiko des Ereignisses korrekt priorisieren | Präanalytische Identitäts-, Material- und Qualitätsgrenzen erkennen | Freigabe-, Sperr- oder Wiederholungsentscheidung auditfähig begründen;Labor | LAB-MTB | MVP | Standard
LAB_PRE_003_v1_3;LAB_PRE_003;Liquid-Biopsy-Blut zu lange unzentrifugiert → Probe ablehnen oder limitiert analysieren?;LAB;no;Präanalytik / Probenmanagement;qm_capa_decision;Mini;3;5;Beginner;beta-standardized;ok;low;"LAB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Proben-/Run-/QC-Kontext, vor Freigabe/CAPA-Entscheidung;1;"Single Choice; Multi Select";Welches patientensicherheits- oder qualitätsrelevante Risiko liegt im aktuellen Labor-/Run-Kontext vor?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;3;55;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 55%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";traceability_review | sop_version_review | risk_based_hold | deviation_documentation | capa_workflow;;release_without_review | comment_only_no_capa;ignore_qc_warning;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Probe ablehnen oder limitiert analysieren?;Patientensicherheits- und Qualitätsrisiko des Ereignisses korrekt priorisieren | Präanalytische Identitäts-, Material- und Qualitätsgrenzen erkennen | Freigabe-, Sperr- oder Wiederholungsentscheidung auditfähig begründen;Liquid | Biopsy | Labor | LAB | Phase | Mini
LAB_PRE_004_v1_3;LAB_PRE_004;Dekalzifiziertes Knochenmaterial für NGS → Methodengrenze erkennen;LAB;no;Präanalytik / Probenmanagement;qm_capa_decision;Mini;3;5;Beginner;beta-standardized;ok;low;"LAB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Proben-/Run-/QC-Kontext, vor Freigabe/CAPA-Entscheidung;1;"Single Choice; Multi Select";Welches patientensicherheits- oder qualitätsrelevante Risiko liegt im aktuellen Labor-/Run-Kontext vor?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;3;55;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 55%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";traceability_review | sop_version_review | risk_based_hold | deviation_documentation | capa_workflow;;release_without_review | comment_only_no_capa;ignore_qc_warning;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Methodengrenze erkennen;Patientensicherheits- und Qualitätsrisiko des Ereignisses korrekt priorisieren | Präanalytische Identitäts-, Material- und Qualitätsgrenzen erkennen | Freigabe-, Sperr- oder Wiederholungsentscheidung auditfähig begründen;NGS | Labor | LAB | Phase | Mini
LAB_PRE_005_v1_3;LAB_PRE_005;Forschung möchte 20 Schnitte aus kleinem Biopsieblock → Routinepriorität vs. Forschungsinteresse;LAB;no;Präanalytik / Probenmanagement;qm_capa_decision;Standard;8;15;Intermediate;beta-standardized;ok;low;"LAB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-standardized";yes;Nach Proben-/Run-/QC-Kontext, vor Freigabe/CAPA-Entscheidung;2;"Single Choice; Multi Select";Welches patientensicherheits- oder qualitätsrelevante Risiko liegt im aktuellen Labor-/Run-Kontext vor?;Welche präanalytische Stop-/Klärungsentscheidung ist vor weiterer Bearbeitung nötig?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;3;55;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 55%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";traceability_review | sop_version_review | risk_based_hold | deviation_documentation | capa_workflow;;release_without_review | comment_only_no_capa;ignore_qc_warning;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Routinepriorität vs. Forschungsinteresse;Patientensicherheits- und Qualitätsrisiko des Ereignisses korrekt priorisieren | Präanalytische Identitäts-, Material- und Qualitätsgrenzen erkennen | Freigabe-, Sperr- oder Wiederholungsentscheidung auditfähig begründen;NGS | Labor | LAB-RES | Phase | Standard
LAB_RUN_001_v1_3;LAB_RUN_001;Positivkontrolle schwach, Patientenproben scheinbar okay → Run freigeben, teilfreigeben oder wiederholen?;LAB;no;Analytik / Kontrollen / Run-Freigabe;qm_capa_decision;Standard;8;15;Intermediate;beta-standardized;MVP prüfen;high;"LAB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-standardized";yes;Nach Proben-/Run-/QC-Kontext, vor Freigabe/CAPA-Entscheidung;2;"Single Choice; Multi Select";Welches patientensicherheits- oder qualitätsrelevante Risiko liegt im aktuellen Labor-/Run-Kontext vor?;Welche Freigabe-, Sperr-, Wiederholungs- oder CAPA-Entscheidung ist auditfähig?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;3;55;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 55%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";traceability_review | sop_version_review | risk_based_hold | deviation_documentation | capa_workflow;;release_without_review | comment_only_no_capa;ignore_qc_warning;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";Run freigeben, teilfreigeben oder wiederholen?;Patientensicherheits- und Qualitätsrisiko des Ereignisses korrekt priorisieren | Kontroll- und Run-Freigabelogik risikobasiert anwenden | Freigabe-, Sperr- oder Wiederholungsentscheidung auditfähig begründen;Labor | LAB | MVP | Standard
LAB_RUN_003_v1_3;LAB_RUN_003;Duplicate-Rate bei zwei Proben erhöht → Ursache, Befundgrenze, Wiederholung;LAB;no;Analytik / Kontrollen / Run-Freigabe;qm_capa_decision;Mini;3;5;Beginner;beta-standardized;ok;low;"LAB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Proben-/Run-/QC-Kontext, vor Freigabe/CAPA-Entscheidung;1;"Single Choice; Multi Select";Welches patientensicherheits- oder qualitätsrelevante Risiko liegt im aktuellen Labor-/Run-Kontext vor?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;3;55;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 55%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";traceability_review | sop_version_review | risk_based_hold | deviation_documentation | capa_workflow;;release_without_review | comment_only_no_capa;ignore_qc_warning;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Ursache, Befundgrenze, Wiederholung;Patientensicherheits- und Qualitätsrisiko des Ereignisses korrekt priorisieren | Präanalytische Identitäts-, Material- und Qualitätsgrenzen erkennen | Freigabe-, Sperr- oder Wiederholungsentscheidung auditfähig begründen;NGS | Labor | LAB | Phase | Mini
LAB_RUN_004_v1_3;LAB_RUN_004;Neues NGS-Kit-Lot vor Routineeinsatz → Lot-Verifizierung und Dokumentation;LAB;no;Analytik / Kontrollen / Run-Freigabe;qm_capa_decision;Standard;8;15;Intermediate;beta-standardized;ok;low;"LAB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-standardized";yes;Nach Proben-/Run-/QC-Kontext, vor Freigabe/CAPA-Entscheidung;2;"Single Choice; Multi Select";Welches patientensicherheits- oder qualitätsrelevante Risiko liegt im aktuellen Labor-/Run-Kontext vor?;Welche Freigabe-, Sperr-, Wiederholungs- oder CAPA-Entscheidung ist auditfähig?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;4;55;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 55%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";traceability_review | sop_version_review | risk_based_hold | deviation_documentation | capa_workflow;;release_without_review | comment_only_no_capa;ignore_qc_warning;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Lot-Verifizierung und Dokumentation;Patientensicherheits- und Qualitätsrisiko des Ereignisses korrekt priorisieren | Kontroll- und Run-Freigabelogik risikobasiert anwenden | Freigabe-, Sperr- oder Wiederholungsentscheidung auditfähig begründen;NGS | Labor | KI | KIT | LAB | Phase | Standard
LAB_RUN_005_v1_3;LAB_RUN_005;PCR-Inhibition durch Ethanolreste im Eluat → Wiederholung Extraktion?;LAB;no;Analytik / Kontrollen / Run-Freigabe;qm_capa_decision;Mini;3;5;Beginner;beta-standardized;ok;low;"LAB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Proben-/Run-/QC-Kontext, vor Freigabe/CAPA-Entscheidung;1;"Single Choice; Multi Select";Welches patientensicherheits- oder qualitätsrelevante Risiko liegt im aktuellen Labor-/Run-Kontext vor?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;3;55;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 55%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";traceability_review | sop_version_review | risk_based_hold | deviation_documentation | capa_workflow;;release_without_review | comment_only_no_capa;ignore_qc_warning;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Wiederholung Extraktion?;Patientensicherheits- und Qualitätsrisiko des Ereignisses korrekt priorisieren | Abweichung, Ursachenanalyse und CAPA nachvollziehbar dokumentieren | Freigabe-, Sperr- oder Wiederholungsentscheidung auditfähig begründen;Labor | LAB | Phase | Mini
LAB_RUN_006_v1_3;LAB_RUN_006;Post-PCR-Produkt gelangt in Prä-PCR-Bereich → Sofortmaßnahmen, Flächensanierung, CAPA;LAB;no;Analytik / Kontrollen / Run-Freigabe;qm_planspiel;Planspiel;30;60;Expert;beta-review;planspiel separat;high;"LAB; Länge=Planspiel; Schwierigkeit=Expert; Status=beta-review";yes;Nach Proben-/Run-/QC-Kontext, vor Freigabe/CAPA-Entscheidung;3;"Single Choice; Multi Select";Welches patientensicherheits- oder qualitätsrelevante Risiko liegt im aktuellen Labor-/Run-Kontext vor?;Welche Sofortmaßnahme schützt vor falsch-positiven oder kontaminierten Ergebnissen?;Welche Dokumentation, Abweichungsmeldung, CAPA oder SOP-/Versionierungsprüfung ist erforderlich?;;"phasenweise Gates; aktuell 3 Kernfragen in AP1b-Tabelle";critical;4;55;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 55%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";traceability_review | sop_version_review | risk_based_hold | deviation_documentation | capa_workflow;;release_without_review | comment_only_no_capa;ignore_qc_warning;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";Sofortmaßnahmen, Flächensanierung, CAPA;Patientensicherheits- und Qualitätsrisiko des Ereignisses korrekt priorisieren | Kontroll- und Run-Freigabelogik risikobasiert anwenden | Freigabe-, Sperr- oder Wiederholungsentscheidung auditfähig begründen;Labor | CAPA | LAB | Phase | Planspiel
LAB_POST_002_v1_3;LAB_POST_002;Datenbankversion ClinVar/COSMIC nicht dokumentiert → Auditfest dokumentieren;LAB;no;Postanalytik / Bioinformatik / Change-Control;qm_capa_decision;Mini;3;5;Expert;beta-review;prüfen;high;"LAB; Länge=Mini; Schwierigkeit=Expert; Status=beta-review";yes;Nach Proben-/Run-/QC-Kontext, vor Freigabe/CAPA-Entscheidung;1;"Single Choice; Multi Select";Welches patientensicherheits- oder qualitätsrelevante Risiko liegt im aktuellen Labor-/Run-Kontext vor?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;4;55;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 55%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";traceability_review | sop_version_review | risk_based_hold | deviation_documentation | capa_workflow;;release_without_review | comment_only_no_capa;ignore_qc_warning;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";Auditfest dokumentieren;Patientensicherheits- und Qualitätsrisiko des Ereignisses korrekt priorisieren | Pipeline-/Softwareänderungen über Change-Control, Revalidierung und Versionierung absichern | Freigabe-, Sperr- oder Wiederholungsentscheidung auditfähig begründen;Labor | Audit | Daten | LAB | Phase | Mini
LAB_POST_003_v1_3;LAB_POST_003;Automatischer Report klassifiziert VUS als „actionable“ → Ärztlich-wissenschaftliche Freigabe;LAB;yes;Methodik / Befundinterpretation;qm_capa_decision;Standard;8;15;Advanced;beta-standardized;MVP prüfen;high;"LAB + MET-Zusatztyp; Länge=Standard; Schwierigkeit=Advanced; Status=beta-standardized";yes;Nach Proben-/Run-/QC-Kontext, vor Freigabe/CAPA-Entscheidung;2;"Single Choice; Multi Select";Welches patientensicherheits- oder qualitätsrelevante Risiko liegt im aktuellen Labor-/Run-Kontext vor?;Welche Freigabe-, Sperr-, Wiederholungs- oder CAPA-Entscheidung ist auditfähig?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;3;55;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 55%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";traceability_review | sop_version_review | risk_based_hold | deviation_documentation | capa_workflow;;release_without_review | comment_only_no_capa;ignore_qc_warning;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";Ärztlich-wissenschaftliche Freigabe;Patientensicherheits- und Qualitätsrisiko des Ereignisses korrekt priorisieren | Abweichung, Ursachenanalyse und CAPA nachvollziehbar dokumentieren | Freigabe-, Sperr- oder Wiederholungsentscheidung auditfähig begründen;VUS | Labor | KI | LAB-MTB | MVP | Standard
LAB_POST_004_v1_3;LAB_POST_004;Tumorboard verlangt „alles negativ“ → Methodische Grenzen erklären;LAB;no;Postanalytik / Bioinformatik / Change-Control;qm_capa_decision;Mini;3;5;Beginner;beta-standardized;ok;low;"LAB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Proben-/Run-/QC-Kontext, vor Freigabe/CAPA-Entscheidung;1;"Single Choice; Multi Select";Welches patientensicherheits- oder qualitätsrelevante Risiko liegt im aktuellen Labor-/Run-Kontext vor?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;3;55;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 55%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";traceability_review | sop_version_review | risk_based_hold | deviation_documentation | capa_workflow;;release_without_review | comment_only_no_capa;ignore_qc_warning;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Methodische Grenzen erklären;Patientensicherheits- und Qualitätsrisiko des Ereignisses korrekt priorisieren | Abweichung, Ursachenanalyse und CAPA nachvollziehbar dokumentieren | Freigabe-, Sperr- oder Wiederholungsentscheidung auditfähig begründen;LAB-MTB | Phase | Mini
